dim_height,dim_width,dim_depth,dim_weight,display_size,num_usb,num_hdmi,display_type,energyclass,display_resolution,dim_color,smart,usb,wifi,display_curved,is_company_tcl,is_company_lg,is_company_hisense,is_company_dyras,is_company_samsung,is_company_sony,is_company_tesla,is_company_philips,is_company_panasonic,is_company_loewe,is_company_gaba,is_company_nokia,is_company_vortex,is_company_smart,is_company_strong,price,serial_id
,,,,65.0,2.0,4.0,4.0,6.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439899.9965,275851
,,,,43.0,2.0,4.0,4.0,6.0,1.0,5.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217499.0062,269066
117.8,192.7,42.5,48.9,86.0,2.0,4.0,1.0,6.0,1.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599999.0032,270726
77.35,122.54,26.59,18.2,55.0,2.0,4.0,4.0,6.0,1.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549999.0016,283507
,,,,65.0,2.0,4.0,4.0,6.0,3.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599999.0032,275848
,,,,75.0,2.0,4.0,1.0,5.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499999.0,270720
,,,42.7,75.0,3.0,4.0,1.0,6.0,0.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599999.0032,251547
,,,,88.0,2.0,,,,1.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749998.9953,252665
72.09,124.74,5.98,29.3,55.0,1.0,3.0,4.0,,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,896999.0061,249103
89.6,144.4,26.5,23.1,65.0,2.0,4.0,4.0,5.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649999.0048,283508
105.2,184.7,2.8,,83.0,3.0,4.0,4.0,5.0,1.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1399999.0034,279531
,,,,65.0,2.0,4.0,4.0,6.0,3.0,6.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289999.0009,275850
,,,9.8,43.0,2.0,3.0,4.0,6.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147999.0055,270688
,,,,65.0,3.0,4.0,1.0,6.0,0.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399998.9968,251567
112.3,190.0,34.5,42.5,85.0,2.0,3.0,4.0,5.0,3.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539998.9962,269107
62.3,97.3,21.6,,43.0,1.0,,4.0,6.0,3.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159998.9942,276491
69.8,122.2,2.72,21.3,55.0,3.0,4.0,4.0,6.0,1.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529999.0035,270742
,,,,55.0,1.0,3.0,4.0,6.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194999.0004,283501
101.7,165.4,31.8,41.8,75.0,3.0,4.0,4.0,6.0,0.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149998.9954,269103
103.0,167.0,31.6,,75.0,2.0,4.0,,6.0,3.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549999.0016,269099
,,,,85.0,2.0,4.0,4.0,5.0,1.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599999.0032,269108
89.1,146.2,27.5,,65.0,2.0,3.0,4.0,6.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193599.0032,273530
,,,,32.0,1.0,2.0,4.0,5.0,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87998.9985,285172
,,,,65.0,2.0,4.0,4.0,6.0,1.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351536.0,262912
102.9,167.5,35.9,,75.0,,4.0,0.0,4.0,1.0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549999.0016,286087
105.1,169.3,37.7,48.0,75.0,2.0,4.0,4.0,,0.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719999.0045,256067
46.8,73.3,18.9,5.0,32.0,2.0,3.0,,5.0,3.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107998.9966,251615
67.7,111.1,19.2,8.9,50.0,2.0,3.0,,4.0,3.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114998.9953,281581
105.43,167.25,2.54,43.8,75.0,2.0,4.0,4.0,6.0,0.0,6.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889998.9947,234445
,,,,43.0,2.0,4.0,4.0,6.0,1.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105299.002,260898
,,,,55.0,2.0,4.0,4.0,5.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279998.9955,282847
98.4,171.7,98.4,43.4,77.0,3.0,4.0,4.0,6.0,0.0,6.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3999998.9977,236371
46.8,73.3,18.9,5.0,32.0,2.0,3.0,5.0,5.0,3.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109999.0053,280494
87.1,144.9,29.1,29.0,65.0,2.0,4.0,4.0,6.0,3.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489899.9981,275847
70.2,112.1,24.9,13.7,50.0,2.0,3.0,1.0,6.0,1.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184998.995,270692
91.4,114.6,30.9,34.5,65.0,1.0,4.0,,6.0,0.0,6.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479999.0019,265100
89.9,145.4,27.1,21.8,65.0,,3.0,5.0,6.0,1.0,6.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258099.0012,270715
,,,,65.0,,,4.0,,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599999.0032,270943
89.1,144.6,28.5,26.1,65.0,2.0,4.0,4.0,6.0,1.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548999.0036,283473
,,,,65.0,3.0,4.0,,6.0,0.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599999.0032,259995
75.9,123.6,29.0,,55.0,,4.0,4.0,6.0,3.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1091998.9971,278223
45.6,73.1,7.6,,32.0,2.0,3.0,4.0,5.0,3.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327599.0019,278227
49.8,72.5,25.4,10.0,32.0,,3.0,4.0,5.0,3.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467999.0005,278225
43.4,73.2,8.1,,32.0,2.0,3.0,4.0,5.0,3.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53999.003,267338
,,,,65.0,3.0,4.0,4.0,5.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,427491.0043,279715
78.6,129.4,24.0,,58.0,2.0,4.0,5.0,4.0,3.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171598.9964,270496
62.78,96.39,19.25,8.3,43.0,1.0,3.0,4.0,6.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139990.0045,283499
43.6,73.4,9.2,,32.0,2.0,2.0,,5.0,3.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58498.994,267342
,,,,50.0,2.0,3.0,4.0,6.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226199.0015,279722
86.2,144.8,32.7,,65.0,2.0,4.0,4.0,5.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899989.9958,284526
73.8,122.7,32.7,,55.0,2.0,4.0,4.0,6.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,749990.0037,284523
114.6,187.6,34.1,54.8,85.0,3.0,4.0,4.0,6.0,0.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1639999.006,269112
107.2,188.0,42.8,43.5,83.0,2.0,4.0,4.0,6.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1599990.0055,260145
78.4,122.7,33.0,17.8,55.0,2.0,4.0,4.0,6.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,419990.0033,251631
114.4,183.02,36.51,54.2,82.0,2.0,4.0,4.0,6.0,0.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249998.9986,234440
102.29,166.83,32.05,42.2,75.0,3.0,4.0,4.0,,0.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674999.0056,245420
86.89,145.68,26.09,,65.0,2.0,4.0,4.0,6.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359999.0006,249105
56.1,90.3,22.2,5.6,39.5,,3.0,4.0,,3.0,6.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83213.9941,257137
,,,,55.0,3.0,4.0,4.0,6.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349998.9952,279716
123.74,125.49,48.28,27.2,55.0,2.0,4.0,4.0,6.0,1.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233998.9986,269076
,,,,40.0,,,4.0,,3.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77999.0058,254213
,,,,75.0,2.0,3.0,4.0,6.0,3.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249999.0047,275854
,,,,75.0,3.0,4.0,4.0,6.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719999.0045,279714
,,,33.1,55.0,2.0,3.0,4.0,,3.0,3.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679998.9956,279528
77.41,123.29,24.91,16.9,55.0,2.0,4.0,4.0,6.0,1.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266998.9961,269080
,,,,65.0,,3.0,4.0,5.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246398.9992,270973
91.0,145.2,33.6,31.9,65.0,2.0,4.0,0.0,6.0,3.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549999.0016,274058
89.6,144.9,23.5,17.3,65.0,2.0,3.0,4.0,5.0,3.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459999.0038,276505
62.4,96.6,18.7,9.0,43.0,2.0,3.0,,6.0,3.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119998.998,269116
88.0,144.8,27.0,19.24,65.0,2.0,3.0,4.0,5.0,3.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189998.9977,260352
61.1,96.3,22.3,7.8,43.0,2.0,3.0,4.0,6.0,3.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113900.0008,275835
47.2,73.9,16.8,4.9,32.0,1.0,2.0,4.0,4.0,3.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89998.9945,267000
86.9,144.9,24.6,25.0,65.0,2.0,4.0,4.0,6.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489998.9946,270743
86.2,145.7,29.6,42.0,65.0,2.0,3.0,4.0,6.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299999.0063,258124
56.9,90.9,22.0,5.19,40.0,2.0,3.0,4.0,5.0,3.0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66749.0029,261844
,,,13.0,50.0,2.0,4.0,4.0,6.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150149.0012,260904
89.1,149.5,22.6,18.5,65.0,2.0,3.0,,,3.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177998.9963,257136
83.4,150.2,31.7,34.0,65.0,3.0,4.0,4.0,6.0,3.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899999.0001,255072
78.24,123.16,26.0,13.2,55.0,2.0,3.0,,5.0,1.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145667.9967,256210
89.1,149.5,22.6,,64.5,2.0,3.0,,,3.0,6.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177998.9963,257139
78.6,129.4,24.0,,58.0,2.0,3.0,4.0,4.0,3.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194999.0004,270497
70.95,111.1,22.87,10.0,50.0,2.0,3.0,4.0,6.0,3.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119258.9944,257144
43.4,73.2,8.2,3.5,32.0,2.0,3.0,,4.0,3.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53399.0042,281578
46.58,72.02,22.5,,32.0,2.0,3.0,,5.0,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66749.0029,257140
103.9,168.0,35.0,54.5,75.0,3.0,4.0,5.0,6.0,1.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449998.9984,260816
,,,,55.0,2.0,4.0,0.0,6.0,1.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293999.0056,270703
91.1,145.2,33.6,26.2,65.0,2.0,4.0,1.0,5.0,3.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299999.0063,276499
123.7,125.4,48.2,27.2,55.0,2.0,4.0,4.0,,1.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186899.0039,244696
102.4,167.1,36.4,26.0,75.0,2.0,3.0,4.0,6.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284798.9986,252590
68.5,114.3,29.9,20.5,50.0,2.0,4.0,4.0,6.0,3.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187199.0033,269070
102.0,167.0,33.0,35.6,75.0,2.0,4.0,4.0,4.0,1.0,6.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471969.9984,248867
98.87,167.05,33.49,32.8,75.0,2.0,4.0,4.0,6.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292498.9959,262714
115.1,189.3,34.1,55.3,85.0,3.0,4.0,4.0,6.0,0.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1406199.0037,269110
,,,9.3,43.0,2.0,3.0,1.0,6.0,3.0,1.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129499.0044,251610
76.5,122.7,29.2,12.2,55.0,2.0,3.0,4.0,6.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159998.9942,269325
,,,,55.0,1.0,2.0,4.0,6.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171498.9966,251579
100.5,167.6,34.0,32.0,75.0,2.0,3.0,,6.0,3.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272998.9968,269123
,,,,43.0,1.0,2.0,5.0,6.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118999.0,251605
102.3,166.8,31.8,42.1,75.0,3.0,4.0,4.0,6.0,0.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,764399.0046,269101
,,,,77.0,,,4.0,5.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049999.0049,270747
70.5,111.7,25.1,11.8,50.0,2.0,,4.0,6.0,3.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107998.9966,258131
72.3,111.4,23.9,,50.0,2.0,4.0,,6.0,3.0,6.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233998.9986,269074
102.5,167.1,36.3,28.4,75.0,2.0,3.0,4.0,6.0,1.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373798.9984,282749
78.3,123.3,32.4,18.7,55.0,2.0,4.0,,6.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329998.9971,251630
,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171598.9964,260907
,,,,55.0,2.0,3.0,1.0,6.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157498.9992,251591
79.4,122.7,23.5,24.1,55.0,2.0,4.0,4.0,6.0,1.0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279998.9955,234462
,,,,55.0,2.0,3.0,4.0,6.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202998.9971,279721
,,,,64.5669312,,,4.0,6.0,1.0,6.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559998.9943,259698
86.73,144.75,30.56,20.7,65.0,2.0,3.0,4.0,5.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183298.9984,260912
60.5,97.0,22.5,6.2,43.0,2.0,3.0,,,3.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76998.9951,281584
73.8,122.7,33.0,19.5,55.0,2.0,4.0,4.0,6.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599999.0032,273513
68.46,111.83,22.66,12.2,50.0,2.0,3.0,4.0,6.0,3.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116999.004,248887
,,,,43.0,1.0,2.0,4.0,6.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116999.004,260084
67.17,111.56,25.58,12.3,50.0,2.0,4.0,4.0,6.0,3.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128699.006,260901
102.69,167.75,33.89,34.7,75.0,2.0,4.0,4.0,4.0,1.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399998.9968,269098
,,,,55.0,3.0,4.0,4.0,6.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493989.995,279712
,,,,50.0,2.0,3.0,4.0,6.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137940.9992,273528
60.5,97.3,23.5,9.0,43.0,2.0,3.0,4.0,6.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113098.9991,273527
86.3,145.2,33.1,24.0,65.0,2.0,4.0,5.0,5.0,3.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549999.0016,273518
71.1,112.4,23.6,,50.0,2.0,3.0,4.0,5.0,3.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105299.002,271836
48.0,73.5,18.2,4.0,32.0,1.0,2.0,4.0,,3.0,6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000.0062,235010
102.0,167.0,31.75,43.0,75.0,3.0,4.0,4.0,,1.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857998.9952,245424
104.0,167.0,34.0,30.8,75.0,1.0,3.0,4.0,6.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299999.0063,248871
86.2,144.8,33.0,24.6,65.0,2.0,4.0,4.0,5.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799998.9969,273516
,,,,65.0,,,1.0,5.0,1.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279998.9955,270709
104.8,167.0,31.7,48.0,75.0,2.0,4.0,4.0,6.0,1.0,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649999.9954,234446
,,,,55.0,1.0,2.0,4.0,6.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160999.0049,251580
102.6,167.7,33.8,32.5,75.0,2.0,3.0,,6.0,3.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350999.0059,269124
,,,,65.0,3.0,4.0,0.0,5.0,1.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594999.0005,260556
71.3,112.1,21.3,14.2,55.0,,3.0,5.0,6.0,1.0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187999.0017,271308
,,,,32.0,2.0,2.0,4.0,6.0,3.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151298.9989,269064
100.0,167.0,33.0,33.3,75.0,1.0,3.0,4.0,6.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272998.9968,248870
97.6,171.2,2.48,35.1,77.0,3.0,4.0,4.0,5.0,1.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1199998.997,272523
112.9,190.0,39.6,,85.0,2.0,3.0,4.0,6.0,3.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,428999.0023,269125
89.1,144.6,2.6,,65.0,4.0,3.0,4.0,5.0,1.0,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,464638.9996,269092
,,,,100.0,2.0,4.0,,,1.0,6.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699998.9937,241369
74.4,122.8,24.6,19.9,55.0,2.0,4.0,4.0,6.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379900.0022,270737
74.7,123.2,22.8,15.8,55.0,2.0,3.0,,6.0,3.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155999.0022,269119
62.41,95.7,22.76,7.5,43.0,2.0,3.0,,5.0,3.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102348.9952,257141
77.2,122.8,23.5,14.5,55.0,2.0,3.0,4.0,5.0,1.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349998.9952,270735
,,,,65.0,2.0,3.0,4.0,6.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324998.9944,279720
154.6,196.2,48.0,,75.0,2.0,3.0,,5.0,3.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299999.0063,276607
87.3,145.2,24.0,,65.0,2.0,3.0,4.0,4.0,3.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241798.9957,270499
86.2,144.9,25.1,32.6,65.0,3.0,4.0,4.0,6.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449998.9984,251519
68.3,111.8,22.8,11.8,125.0,2.0,3.0,,6.0,3.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155999.0022,269117
44.83,64.95,18.75,3.88,27.5,1.0,1.0,4.0,4.0,3.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64348.995,238714
,,,,50.0,2.0,4.0,4.0,,3.0,5.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545998.9969,278235
,,,,55.0,2.0,4.0,4.0,,3.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616198.9962,278237
,,,,43.0,2.0,4.0,4.0,6.0,3.0,5.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467999.0005,278232
,,,15.4,43.0,2.0,4.0,5.0,6.0,3.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467999.0005,278231
,,,,50.0,2.0,4.0,4.0,,3.0,4.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545998.9969,278234
,,,,55.0,2.0,4.0,4.0,,3.0,5.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616198.9962,278238
89.11,144.63,29.0,28.1,65.0,2.0,4.0,4.0,,1.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399998.9968,245416
74.59,123.21,22.4,15.8,55.0,2.0,3.0,4.0,5.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279998.9955,283463
66.9,107.7,29.0,,48.0,,4.0,4.0,6.0,1.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,982798.9996,278222
,,,,66.0,,4.0,4.0,5.0,3.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325998.999,278224
,,,,43.0,3.0,4.0,4.0,6.0,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284989.9939,279718
89.74,144.37,30.06,30.8,65.0,3.0,4.0,4.0,,0.0,2.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549999.0016,245415
89.7,144.3,29.8,,65.0,3.0,4.0,4.0,6.0,0.0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649999.0048,269091
85.11,146.63,5.98,38.9,65.0,1.0,3.0,4.0,,1.0,6.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999.0033,249102
35.66,55.15,14.8,3.1,24.0,1.0,2.0,4.0,4.0,3.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67999.0004,272239
